query,result,rank,click,dwell_time,relevance,ctr,adjusted_relevance,ai_relevance,normalized_ai_relevance,behavior_weight,weighted_relevance,original_score,fine_tuned_score
cheap flights tokyo,Best airlines to Japan,3,1,29,1,0.0032467532467532,29,0.00014266659854911268,0.48525078948578115,60,29.11504736914687,0.00014266659854911268,29.11504736914687
best laptop gaming,Laptop A review,1,1,10,1,0.0033557046979865,10,6.9844325480517e-05,0.12355250098514062,22,2.7181550216730934,6.9844325480517e-05,2.7181550216730934
best laptop gaming,Laptop B specs,2,1,51,1,0.0033557046979865,51,9.61163459578529e-05,0.25404203999136143,104,26.42037215910159,9.61163459578529e-05,26.42037215910159
best laptop gaming,Top gaming laptops,3,1,15,1,0.0033557046979865,15,7.160750828916207e-05,0.13230998928271062,32,4.23391965704674,7.160750828916207e-05,4.23391965704674
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,16,1,0.0031545741324921,16,9.59332101047039e-05,0.2531324292108149,34,8.606502593167708,9.59332101047039e-05,8.606502593167708
learn python,Python tutorial,1,1,7,1,0.0032467532467532,7,0.00024630327243357897,1.0,16,16.0,0.00024630327243357897,16.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,46,1,0.0032467532467532,46,0.00015580591571051627,0.5505119840226522,94,51.74812649812931,0.00015580591571051627,51.74812649812931
best laptop gaming,Laptop A review,1,0,0,1,0.0,0,6.9844325480517e-05,0.12355250098514062,1,0.12355250098514062,6.9844325480517e-05,0.12355250098514062
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,49,1,0.0033557046979865,49,7.160750828916207e-05,0.13230998928271062,100,13.230998928271061,7.160750828916207e-05,13.230998928271061
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,0,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,51,1,0.0033112582781456,51,4.905077730654739e-05,0.02027378597859375,104,2.10847374177375,4.905077730654739e-05,2.10847374177375
weather new york,New York climate,3,1,27,1,0.0033112582781456,27,4.4968968722969294e-05,0.0,56,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,43,1,0.0032467532467532,43,0.00015580591571051627,0.5505119840226522,88,48.4450545939934,0.00015580591571051627,48.4450545939934
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,14,1,0.0033112582781456,14,4.905077730654739e-05,0.02027378597859375,30,0.6082135793578125,4.905077730654739e-05,0.6082135793578125
weather new york,New York climate,3,1,56,1,0.0033112582781456,56,4.4968968722969294e-05,0.0,114,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,0,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,36,1,0.0032467532467532,36,0.00010685342567740008,0.3073716491124193,74,22.74550203431903,0.00010685342567740008,22.74550203431903
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
cheap flights tokyo,Flight deals to Tokyo,1,1,60,1,0.0032467532467532,60,7.034215377643704e-05,0.12602514616653807,122,15.375067832317644,7.034215377643704e-05,15.375067832317644
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
best programming languages 2025,Best languages to learn,1,1,7,1,0.0031545741324921,7,9.530770330457017e-05,0.250025622329893,16,4.000409957278288,9.530770330457017e-05,4.000409957278288
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,22,1,0.0031545741324921,22,9.59332101047039e-05,0.2531324292108149,46,11.644091743697485,9.59332101047039e-05,11.644091743697485
best programming languages 2025,Best languages to learn,1,1,37,1,0.0031545741324921,37,9.530770330457017e-05,0.250025622329893,76,19.00194729707187,9.530770330457017e-05,19.00194729707187
best programming languages 2025,Top programming languages,2,1,19,1,0.0031545741324921,19,7.872181595303118e-05,0.16764578419074058,40,6.7058313676296235,7.872181595303118e-05,6.7058313676296235
best programming languages 2025,Most in-demand coding skills,3,1,43,1,0.0031545741324921,43,9.59332101047039e-05,0.2531324292108149,88,22.275653770551713,9.59332101047039e-05,22.275653770551713
best programming languages 2025,Best languages to learn,1,0,0,1,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,50,1,0.0031545741324921,50,9.59332101047039e-05,0.2531324292108149,102,25.81950777950312,9.59332101047039e-05,25.81950777950312
best programming languages 2025,Best languages to learn,1,1,4,1,0.0031545741324921,4,9.530770330457017e-05,0.250025622329893,10,2.50025622329893,9.530770330457017e-05,2.50025622329893
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best laptop gaming,Laptop A review,1,1,39,1,0.0033557046979865,39,6.9844325480517e-05,0.12355250098514062,80,9.884200078811249,6.9844325480517e-05,9.884200078811249
best laptop gaming,Laptop B specs,2,1,8,1,0.0033557046979865,8,9.61163459578529e-05,0.25404203999136143,18,4.572756719844506,9.61163459578529e-05,4.572756719844506
best laptop gaming,Top gaming laptops,3,1,20,1,0.0033557046979865,20,7.160750828916207e-05,0.13230998928271062,42,5.557019549873846,7.160750828916207e-05,5.557019549873846
best programming languages 2025,Best languages to learn,1,1,14,1,0.0031545741324921,14,9.530770330457017e-05,0.250025622329893,30,7.50076866989679,9.530770330457017e-05,7.50076866989679
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
cheap flights tokyo,Flight deals to Tokyo,1,1,43,1,0.0032467532467532,43,7.034215377643704e-05,0.12602514616653807,88,11.09021286265535,7.034215377643704e-05,11.09021286265535
cheap flights tokyo,Cheapest Tokyo flights,2,1,10,1,0.0032467532467532,10,0.00010685342567740008,0.3073716491124193,22,6.762176280473225,0.00010685342567740008,6.762176280473225
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,28,1,0.0033112582781456,28,4.4968968722969294e-05,0.0,58,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,10,1,0.0032467532467532,10,0.00014266659854911268,0.48525078948578115,22,10.675517368687185,0.00014266659854911268,10.675517368687185
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,29,1,0.0032467532467532,29,9.176792082143947e-05,0.23244400599381823,60,13.946640359629093,9.176792082143947e-05,13.946640359629093
learn python,Python for beginners,3,1,35,1,0.0032467532467532,35,0.00015580591571051627,0.5505119840226522,72,39.63686284963096,0.00015580591571051627,39.63686284963096
best laptop gaming,Laptop A review,1,1,35,1,0.0033557046979865,35,6.9844325480517e-05,0.12355250098514062,72,8.895780070930124,6.9844325480517e-05,8.895780070930124
best laptop gaming,Laptop B specs,2,1,27,1,0.0033557046979865,27,9.61163459578529e-05,0.25404203999136143,56,14.22635423951624,9.61163459578529e-05,14.22635423951624
best laptop gaming,Top gaming laptops,3,0,0,0,0.0,0,7.160750828916207e-05,0.13230998928271062,1,0.13230998928271062,7.160750828916207e-05,0.13230998928271062
cheap flights tokyo,Flight deals to Tokyo,1,1,45,1,0.0032467532467532,45,7.034215377643704e-05,0.12602514616653807,92,11.594313447321502,7.034215377643704e-05,11.594313447321502
cheap flights tokyo,Cheapest Tokyo flights,2,1,51,1,0.0032467532467532,51,0.00010685342567740008,0.3073716491124193,104,31.96665150769161,0.00010685342567740008,31.96665150769161
cheap flights tokyo,Best airlines to Japan,3,0,0,1,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
learn python,Python tutorial,1,1,2,1,0.0032467532467532,2,0.00024630327243357897,1.0,6,6.0,0.00024630327243357897,6.0
learn python,Learn Python fast,2,1,33,1,0.0032467532467532,33,9.176792082143947e-05,0.23244400599381823,68,15.80619240757964,9.176792082143947e-05,15.80619240757964
learn python,Python for beginners,3,1,9,1,0.0032467532467532,9,0.00015580591571051627,0.5505119840226522,20,11.010239680453044,0.00015580591571051627,11.010239680453044
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,52,1,0.0032467532467532,52,0.00015580591571051627,0.5505119840226522,106,58.35427030640113,0.00015580591571051627,58.35427030640113
weather new york,NYC weather today,1,1,42,1,0.0033112582781456,42,5.4528714827029034e-05,0.047481953784689196,86,4.083448025483271,5.4528714827029034e-05,4.083448025483271
weather new york,Weather forecast,2,1,17,1,0.0033112582781456,17,4.905077730654739e-05,0.02027378597859375,36,0.729856295229375,4.905077730654739e-05,0.729856295229375
weather new york,New York climate,3,1,44,1,0.0033112582781456,44,4.4968968722969294e-05,0.0,90,0.0,4.4968968722969294e-05,0.0
best laptop gaming,Laptop A review,1,1,23,1,0.0033557046979865,23,6.9844325480517e-05,0.12355250098514062,48,5.93052004728675,6.9844325480517e-05,5.93052004728675
best laptop gaming,Laptop B specs,2,0,0,0,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,16,1,0.0033557046979865,16,7.160750828916207e-05,0.13230998928271062,34,4.498539635612161,7.160750828916207e-05,4.498539635612161
weather new york,NYC weather today,1,1,41,1,0.0033112582781456,41,5.4528714827029034e-05,0.047481953784689196,84,3.9884841179138926,5.4528714827029034e-05,3.9884841179138926
weather new york,Weather forecast,2,1,49,1,0.0033112582781456,49,4.905077730654739e-05,0.02027378597859375,100,2.027378597859375,4.905077730654739e-05,2.027378597859375
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,0,0,0,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,4,1,0.0032467532467532,4,0.00014266659854911268,0.48525078948578115,10,4.852507894857812,0.00014266659854911268,4.852507894857812
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,1,10,1,0.0032467532467532,10,0.00010685342567740008,0.3073716491124193,22,6.762176280473225,0.00010685342567740008,6.762176280473225
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,0,0,0,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,38,1,0.0033112582781456,38,4.905077730654739e-05,0.02027378597859375,78,1.5813553063303125,4.905077730654739e-05,1.5813553063303125
weather new york,New York climate,3,1,58,1,0.0033112582781456,58,4.4968968722969294e-05,0.0,118,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,1,29,1,0.0032467532467532,29,0.00024630327243357897,1.0,60,60.0,0.00024630327243357897,60.0
learn python,Learn Python fast,2,1,3,1,0.0032467532467532,3,9.176792082143947e-05,0.23244400599381823,8,1.8595520479505458,9.176792082143947e-05,1.8595520479505458
learn python,Python for beginners,3,0,0,1,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,20,1,0.0033112582781456,20,4.905077730654739e-05,0.02027378597859375,42,0.8514990111009375,4.905077730654739e-05,0.8514990111009375
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,1,36,1,0.0032467532467532,36,7.034215377643704e-05,0.12602514616653807,74,9.325860816323816,7.034215377643704e-05,9.325860816323816
cheap flights tokyo,Cheapest Tokyo flights,2,1,40,1,0.0032467532467532,40,0.00010685342567740008,0.3073716491124193,82,25.204475227218385,0.00010685342567740008,25.204475227218385
cheap flights tokyo,Best airlines to Japan,3,1,20,1,0.0032467532467532,20,0.00014266659854911268,0.48525078948578115,42,20.38053315840281,0.00014266659854911268,20.38053315840281
cheap flights tokyo,Flight deals to Tokyo,1,1,24,1,0.0032467532467532,24,7.034215377643704e-05,0.12602514616653807,50,6.301257308326903,7.034215377643704e-05,6.301257308326903
cheap flights tokyo,Cheapest Tokyo flights,2,1,44,1,0.0032467532467532,44,0.00010685342567740008,0.3073716491124193,90,27.66344842011774,0.00010685342567740008,27.66344842011774
cheap flights tokyo,Best airlines to Japan,3,0,0,0,0.0,0,0.00014266659854911268,0.48525078948578115,1,0.48525078948578115,0.00014266659854911268,0.48525078948578115
weather new york,NYC weather today,1,0,0,1,0.0,0,5.4528714827029034e-05,0.047481953784689196,1,0.047481953784689196,5.4528714827029034e-05,0.047481953784689196
weather new york,Weather forecast,2,1,30,1,0.0033112582781456,30,4.905077730654739e-05,0.02027378597859375,62,1.2569747306728125,4.905077730654739e-05,1.2569747306728125
weather new york,New York climate,3,0,0,1,0.0,0,4.4968968722969294e-05,0.0,1,0.0,4.4968968722969294e-05,0.0
best programming languages 2025,Best languages to learn,1,1,51,1,0.0031545741324921,51,9.530770330457017e-05,0.250025622329893,104,26.00266472230887,9.530770330457017e-05,26.00266472230887
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,48,1,0.0031545741324921,48,9.59332101047039e-05,0.2531324292108149,98,24.806978062659862,9.59332101047039e-05,24.806978062659862
best programming languages 2025,Best languages to learn,1,1,43,1,0.0031545741324921,43,9.530770330457017e-05,0.250025622329893,88,22.002254765030585,9.530770330457017e-05,22.002254765030585
best programming languages 2025,Top programming languages,2,1,59,1,0.0031545741324921,59,7.872181595303118e-05,0.16764578419074058,120,20.11749410288887,7.872181595303118e-05,20.11749410288887
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,22,1,0.0032467532467532,22,9.176792082143947e-05,0.23244400599381823,46,10.692424275715638,9.176792082143947e-05,10.692424275715638
learn python,Python for beginners,3,0,0,0,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
cheap flights tokyo,Flight deals to Tokyo,1,1,42,1,0.0032467532467532,42,7.034215377643704e-05,0.12602514616653807,86,10.838162570322273,7.034215377643704e-05,10.838162570322273
cheap flights tokyo,Cheapest Tokyo flights,2,1,42,1,0.0032467532467532,42,0.00010685342567740008,0.3073716491124193,86,26.43396182366806,0.00010685342567740008,26.43396182366806
cheap flights tokyo,Best airlines to Japan,3,1,6,1,0.0032467532467532,6,0.00014266659854911268,0.48525078948578115,14,6.793511052800936,0.00014266659854911268,6.793511052800936
best programming languages 2025,Best languages to learn,1,1,47,1,0.0031545741324921,47,9.530770330457017e-05,0.250025622329893,96,24.00245974366973,9.530770330457017e-05,24.00245974366973
best programming languages 2025,Top programming languages,2,1,22,1,0.0031545741324921,22,7.872181595303118e-05,0.16764578419074058,46,7.711706072774067,7.872181595303118e-05,7.711706072774067
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,7,1,0.0032467532467532,7,0.00014266659854911268,0.48525078948578115,16,7.7640126317724985,0.00014266659854911268,7.7640126317724985
weather new york,NYC weather today,1,1,43,1,0.0033112582781456,43,5.4528714827029034e-05,0.047481953784689196,88,4.178411933052649,5.4528714827029034e-05,4.178411933052649
weather new york,Weather forecast,2,1,8,1,0.0033112582781456,8,4.905077730654739e-05,0.02027378597859375,18,0.3649281476146875,4.905077730654739e-05,0.3649281476146875
weather new york,New York climate,3,1,33,1,0.0033112582781456,33,4.4968968722969294e-05,0.0,68,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,1,7,1,0.0032467532467532,7,9.176792082143947e-05,0.23244400599381823,16,3.7191040959010917,9.176792082143947e-05,3.7191040959010917
learn python,Python for beginners,3,1,7,1,0.0032467532467532,7,0.00015580591571051627,0.5505119840226522,16,8.808191744362436,0.00015580591571051627,8.808191744362436
cheap flights tokyo,Flight deals to Tokyo,1,0,0,1,0.0,0,7.034215377643704e-05,0.12602514616653807,1,0.12602514616653807,7.034215377643704e-05,0.12602514616653807
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,0,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,14,1,0.0032467532467532,14,0.00014266659854911268,0.48525078948578115,30,14.557523684573434,0.00014266659854911268,14.557523684573434
weather new york,NYC weather today,1,1,29,1,0.0033112582781456,29,5.4528714827029034e-05,0.047481953784689196,60,2.8489172270813516,5.4528714827029034e-05,2.8489172270813516
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,25,1,0.0033112582781456,25,4.4968968722969294e-05,0.0,52,0.0,4.4968968722969294e-05,0.0
learn python,Python tutorial,1,0,0,1,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,0,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,0,0,1,0.0,0,0.00015580591571051627,0.5505119840226522,1,0.5505119840226522,0.00015580591571051627,0.5505119840226522
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,0,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,1,45,1,0.0031545741324921,45,7.872181595303118e-05,0.16764578419074058,92,15.423412145548134,7.872181595303118e-05,15.423412145548134
best programming languages 2025,Most in-demand coding skills,3,1,20,1,0.0031545741324921,20,9.59332101047039e-05,0.2531324292108149,42,10.631562026854226,9.59332101047039e-05,10.631562026854226
best programming languages 2025,Best languages to learn,1,0,0,0,0.0,0,9.530770330457017e-05,0.250025622329893,1,0.250025622329893,9.530770330457017e-05,0.250025622329893
best programming languages 2025,Top programming languages,2,0,0,1,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,46,1,0.0031545741324921,46,9.59332101047039e-05,0.2531324292108149,94,23.7944483458166,9.59332101047039e-05,23.7944483458166
weather new york,NYC weather today,1,1,2,1,0.0033112582781456,2,5.4528714827029034e-05,0.047481953784689196,6,0.2848917227081352,5.4528714827029034e-05,0.2848917227081352
weather new york,Weather forecast,2,0,0,1,0.0,0,4.905077730654739e-05,0.02027378597859375,1,0.02027378597859375,4.905077730654739e-05,0.02027378597859375
weather new york,New York climate,3,1,40,1,0.0033112582781456,40,4.4968968722969294e-05,0.0,82,0.0,4.4968968722969294e-05,0.0
cheap flights tokyo,Flight deals to Tokyo,1,1,56,1,0.0032467532467532,56,7.034215377643704e-05,0.12602514616653807,114,14.36686666298534,7.034215377643704e-05,14.36686666298534
cheap flights tokyo,Cheapest Tokyo flights,2,0,0,1,0.0,0,0.00010685342567740008,0.3073716491124193,1,0.3073716491124193,0.00010685342567740008,0.3073716491124193
cheap flights tokyo,Best airlines to Japan,3,1,48,1,0.0032467532467532,48,0.00014266659854911268,0.48525078948578115,98,47.554577369606555,0.00014266659854911268,47.554577369606555
best programming languages 2025,Best languages to learn,1,1,50,1,0.0031545741324921,50,9.530770330457017e-05,0.250025622329893,102,25.502613477649085,9.530770330457017e-05,25.502613477649085
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,0,0,1,0.0,0,9.59332101047039e-05,0.2531324292108149,1,0.2531324292108149,9.59332101047039e-05,0.2531324292108149
best programming languages 2025,Best languages to learn,1,1,39,1,0.0031545741324921,39,9.530770330457017e-05,0.250025622329893,80,20.00204978639144,9.530770330457017e-05,20.00204978639144
best programming languages 2025,Top programming languages,2,0,0,0,0.0,0,7.872181595303118e-05,0.16764578419074058,1,0.16764578419074058,7.872181595303118e-05,0.16764578419074058
best programming languages 2025,Most in-demand coding skills,3,1,12,1,0.0031545741324921,12,9.59332101047039e-05,0.2531324292108149,26,6.5814431594811875,9.59332101047039e-05,6.5814431594811875
best laptop gaming,Laptop A review,1,1,46,1,0.0033557046979865,46,6.9844325480517e-05,0.12355250098514062,94,11.613935092603217,6.9844325480517e-05,11.613935092603217
best laptop gaming,Laptop B specs,2,0,0,1,0.0,0,9.61163459578529e-05,0.25404203999136143,1,0.25404203999136143,9.61163459578529e-05,0.25404203999136143
best laptop gaming,Top gaming laptops,3,1,4,1,0.0033557046979865,4,7.160750828916207e-05,0.13230998928271062,10,1.3230998928271063,7.160750828916207e-05,1.3230998928271063
learn python,Python tutorial,1,0,0,0,0.0,0,0.00024630327243357897,1.0,1,1.0,0.00024630327243357897,1.0
learn python,Learn Python fast,2,0,0,1,0.0,0,9.176792082143947e-05,0.23244400599381823,1,0.23244400599381823,9.176792082143947e-05,0.23244400599381823
learn python,Python for beginners,3,1,55,1,0.0032467532467532,55,0.00015580591571051627,0.5505119840226522,112,61.65734221053705,0.00015580591571051627,61.65734221053705
weather new york,NYC weather today,1,1,56,1,0.0033112582781456,56,5.4528714827029034e-05,0.047481953784689196,114,5.412942731454568,5.4528714827029034e-05,5.412942731454568
